Date,Equity
2005-09-02,10000.0
2005-09-06,10000.0
2005-09-07,10000.0
2005-09-08,10000.0
2005-09-09,10000.0
2005-09-12,10000.0
2005-09-13,10000.0
2005-09-14,10000.0
2005-09-15,10000.0
2005-09-16,10000.0
2005-09-19,10000.0
2005-09-20,10000.0
2005-09-21,10000.0
2005-09-22,10000.0
2005-09-23,10000.0
2005-09-26,10000.0
2005-09-27,10000.0
2005-09-28,10000.0
2005-09-29,10000.0
2005-09-30,10000.0
2005-10-03,10000.0
2005-10-04,10000.0
2005-10-05,10000.0
2005-10-06,9995.0
2005-10-07,10021.70952153554
2005-10-10,10021.70952153554
2005-10-11,10021.70952153554
2005-10-12,10021.70952153554
2005-10-13,10021.70952153554
2005-10-14,10021.70952153554
2005-10-17,10021.70952153554
2005-10-18,10021.70952153554
2005-10-19,10021.70952153554
2005-10-20,10021.70952153554
2005-10-21,10021.70952153554
2005-10-24,10021.70952153554
2005-10-25,10016.698666774773
2005-10-26,9983.98136259931
2005-10-27,9983.98136259931
2005-10-28,9983.98136259931
2005-10-31,9983.98136259931
2005-11-01,9983.98136259931
2005-11-02,9983.98136259931
2005-11-03,9983.98136259931
2005-11-04,9983.98136259931
2005-11-07,9983.98136259931
2005-11-08,9983.98136259931
2005-11-09,9978.98937191801
2005-11-10,9956.838707611932
2005-11-11,9956.838707611932
2005-11-14,9956.838707611932
2005-11-15,9956.838707611932
2005-11-16,9951.860288258127
2005-11-17,10096.602293588725
2005-11-18,10087.387772647098
2005-11-21,10082.344078760776
2005-11-22,10144.990140900147
2005-11-23,10144.990140900147
2005-11-25,10144.990140900147
2005-11-28,10144.990140900147
2005-11-29,10144.990140900147
2005-11-30,10144.990140900147
2005-12-01,10139.917645829697
2005-12-02,10165.119441035518
2005-12-05,10165.119441035518
2005-12-06,10165.119441035518
2005-12-07,10165.119441035518
2005-12-08,10165.119441035518
2005-12-09,10165.119441035518
2005-12-12,10165.119441035518
2005-12-13,10165.119441035518
2005-12-14,10165.119441035518
2005-12-15,10165.119441035518
2005-12-16,10165.119441035518
2005-12-19,10165.119441035518
2005-12-20,10165.119441035518
2005-12-21,10165.119441035518
2005-12-22,10165.119441035518
2005-12-23,10165.119441035518
2005-12-27,10165.119441035518
2005-12-28,10165.119441035518
2005-12-29,10165.119441035518
2005-12-30,10165.119441035518
2006-01-03,10160.036881315002
2006-01-04,10189.326558696677
2006-01-05,10189.326558696677
2006-01-06,10184.23189541733
2006-01-09,10344.61786839033
2006-01-10,10344.61786839033
2006-01-11,10344.61786839033
2006-01-12,10344.61786839033
2006-01-13,10339.445559456137
2006-01-17,10300.651535907238
2006-01-18,10300.651535907238
2006-01-19,10295.501210139286
2006-01-20,10217.869377214949
2006-01-23,10217.869377214949
2006-01-24,10217.869377214949
2006-01-25,10217.869377214949
2006-01-26,10217.869377214949
2006-01-27,10217.869377214949
2006-01-30,10212.760442526342
2006-01-31,10211.257164864184
2006-02-01,10211.257164864184
2006-02-02,10211.257164864184
2006-02-03,10211.257164864184
2006-02-06,10211.257164864184
2006-02-07,10211.257164864184
2006-02-08,10211.257164864184
2006-02-09,10206.151536281754
2006-02-10,9945.352573917748
2006-02-13,9945.352573917748
2006-02-14,9945.352573917748
2006-02-15,9945.352573917748
2006-02-16,9945.352573917748
2006-02-17,9945.352573917748
2006-02-21,9945.352573917748
2006-02-22,9945.352573917748
2006-02-23,9945.352573917748
2006-02-24,9945.352573917748
2006-02-27,9945.352573917748
2006-02-28,9945.352573917748
2006-03-01,9945.352573917748
2006-03-02,9945.352573917748
2006-03-03,9945.352573917748
2006-03-06,9945.352573917748
2006-03-07,9945.352573917748
2006-03-08,9945.352573917748
2006-03-09,9945.352573917748
2006-03-10,9945.352573917748
2006-03-13,9945.352573917748
2006-03-14,9945.352573917748
2006-03-15,9945.352573917748
2006-03-16,9945.352573917748
2006-03-17,9945.352573917748
2006-03-20,9945.352573917748
2006-03-21,9945.352573917748
2006-03-22,9945.352573917748
2006-03-23,9945.352573917748
2006-03-24,9940.37989763079
2006-03-27,10056.008179868575
2006-03-28,10056.008179868575
2006-03-29,10050.98017577864
2006-03-30,10316.889825394264
2006-03-31,10223.32561163462
2006-04-03,10223.32561163462
2006-04-04,10223.32561163462
2006-04-05,10223.32561163462
2006-04-06,10223.32561163462
2006-04-07,10223.32561163462
2006-04-10,10218.213948828803
2006-04-11,10111.447347937126
2006-04-12,10111.447347937126
2006-04-13,10111.447347937126
2006-04-17,10106.391624263159
2006-04-18,10226.292692343559
2006-04-19,10221.179545997387
2006-04-20,9758.65800994645
2006-04-21,9753.778680941477
2006-04-24,9506.705139031888
2006-04-25,9506.705139031888
2006-04-26,9506.705139031888
2006-04-27,9506.705139031888
2006-04-28,9501.951786462372
2006-05-01,9507.415110507456
2006-05-02,9507.415110507456
2006-05-03,9507.415110507456
2006-05-04,9507.415110507456
2006-05-05,9507.415110507456
2006-05-08,9507.415110507456
2006-05-09,9502.661402952202
2006-05-10,9592.896356457664
2006-05-11,9592.896356457664
2006-05-12,9592.896356457664
2006-05-15,9592.896356457664
2006-05-16,9592.896356457664
2006-05-17,9592.896356457664
2006-05-18,9592.896356457664
2006-05-19,9592.896356457664
2006-05-22,9592.896356457664
2006-05-23,9592.896356457664
2006-05-24,9592.896356457664
2006-05-25,9592.896356457664
2006-05-26,9592.896356457664
2006-05-30,9592.896356457664
2006-05-31,9592.896356457664
